codigo_docente,nome_docente
1791624,Reury Frank Pereira Bacurau
1600874,Mariana Aldrigui Carvalho
1914262,Renato Braz Oliveira de Seixas
5830822,Alessandro Soares da Silva
1329307,Martin Jayo
479262,Agnaldo Valentin
5830822,Alessandro Soares da Silva
500432,Alexandre Ribeiro Leichsenring
6956592,Ana Carla Bliacheriene
3031417,André Gal Mountian
309946,Cecilia Olivieri
494026,Cristiane Kerches da Silva Leite
472709,David Diniz Dantas
191432,Eduardo de Lima Caldas
3733052,Ester Gammardella Rizzi
5872419,Felipe Gonçalves Brasil
1051844,Fernando de Souza Coelho
1119925,Flávia Mori Sarti
878351,Gislene Aparecida dos Santos
5362699,Heber Silveira Rocha
1112111,Jaime Crozatti
980651,Jorge Alberto Silva Machado Villanueva
885940,Jose Carlos Vaz
5607659,Marcelo Arno Nerling
1329307,Martin Jayo
1452862,Pablo Ortellado
5333863,Patrícia Maria Emerenciano de Mendonça
2949346,Renata Mirandola Bichir
1882514,Sylmara Lopes Francelino Gonçalves Dias
6743581,Ursula Dias Peres
1948868,Vivian Grace Fernandez Davila Urquidi
1887012,Wagner Pralon Mancuso
1987427,Wagner Tadeu Iglecias
3410177,Vanessa Martins Valente Guimarães
1747892,Valéria Barbosa de Magalhães
463504,Celi Rodrigues Chaves Dominguez
5981856,Valéria Cazetta
4880153,Verónica Marcela Guridi
463504,Celi Rodrigues Chaves Dominguez
5981856,Valéria Cazetta
4880153,Verónica Marcela Guridi
1447122,Marisa Accioly Rodrigues da Costa Domingues
1554146,Mônica Sanches Yassuda
1447122,Marisa Accioly Rodrigues da Costa Domingues
1554146,Mônica Sanches Yassuda
479262,Agnaldo Valentin
500432,Alexandre Ribeiro Leichsenring
1329307,Martin Jayo
2949346,Renata Mirandola Bichir
2949346,Renata Mirandola Bichir
1538519,Patricia Targon Campana
5801399,Karla Roberta Pereira Sampaio Lima
3410177,Vanessa Martins Valente Guimarães
87769,Ana Amélia Benedito Silva
643283,Camilo Rodrigues Neto
2159727,Esteban Fernandez Tuesta
1875968,Regis Rossi Alves Faria
500432,Alexandre Ribeiro Leichsenring
6000623,Silvio Yoshiro Mizuguchi Miyazaki
3021642,Felipe Santiago Chambergo Alcalde
6000623,Silvio Yoshiro Mizuguchi Miyazaki
1119925,Flávia Mori Sarti
1558501,Marislei Nishijima
3031417,André Gal Mountian
1119925,Flávia Mori Sarti
1030750,Jose Renato de Campos Araujo
5978942,Sarajane Marques Peres
7029901,Grzegorz Kowal
1596950,Patrícia Rufino Oliveira
6092342,Ruth Caldeira de Melo
3276960,Thiago Allis
6206615,Beatriz Helena Fonseca Ferreira Pires
6694913,Suzana Helena de Avelar Gomes
2799197,Giselle Gubernikoff
556504,Andrea Lopes
2799197,Giselle Gubernikoff
3755807,Stephane Remy Georges Malysse
1015332,Flávia Noronha Dutra Ribeiro
1015332,Flávia Noronha Dutra Ribeiro
643283,Camilo Rodrigues Neto
981972,Fernando Fagundes Ferreira
924734,Luis Americo Conti
2566012,Isabel Cristina Italiano
2566012,Isabel Cristina Italiano
618281,Antonio Calixto de Souza Filho
260258,Carlos Henrique Barbosa Gonçalves
1780347,Rosana Retsos Signorelli Vargas
5872419,Felipe Gonçalves Brasil
1771910,Sumaia Abdel Latif
1773206,Tania Pereira Christopoulos
5863937,André Felipe Simões
980651,Jorge Alberto Silva Machado Villanueva
3011731,Diosnio Machado Neto
1080534,Homero Fonseca Filho
1773206,Tania Pereira Christopoulos
5729116,Tânia Araújo Viel
2341105,Anna Karenina Azevedo Martins
4983370,Viviane Abreu Nunes Cerqueira Dantas
655501,Andrea Viude Castanho
1891410,Sandra Maria Lima Ribeiro
1817354,Régia Cristina Oliveira
2160326,Rosa Yuka Sato Chubaci
564671,Adriano Schwartz
564671,Adriano Schwartz
463504,Celi Rodrigues Chaves Dominguez
7529173,Marcio Henrique da Costa Gurgel
5856870,Edmur Antonio Stoppa
479262,Agnaldo Valentin
3031417,André Gal Mountian
191432,Eduardo de Lima Caldas
1329307,Martin Jayo
1112111,Jaime Crozatti
6743581,Ursula Dias Peres
7342471,Clodoaldo Aparecido de Moraes Lima
1048221,Fábio Nakano
3073748,Gisele da Silva Craveiro
767569,João Luiz Bernardes Junior
2927672,Valdinei Freire da Silva
7342471,Clodoaldo Aparecido de Moraes Lima
1048221,Fábio Nakano
3073748,Gisele da Silva Craveiro
767569,João Luiz Bernardes Junior
2927672,Valdinei Freire da Silva
2800823,Silvana Aparecida Pires de Godoy
799735,Luiz Paulo Moura Andrioli
3164916,Tiago Mauricio Francoy
1882514,Sylmara Lopes Francelino Gonçalves Dias
1031059,Fernando Herren Fernandes Aguillar
463504,Celi Rodrigues Chaves Dominguez
1409522,Maria Elena Infante Malachias
5981856,Valéria Cazetta
4880153,Verónica Marcela Guridi
463504,Celi Rodrigues Chaves Dominguez
1409522,Maria Elena Infante Malachias
5981856,Valéria Cazetta
4880153,Verónica Marcela Guridi
463504,Celi Rodrigues Chaves Dominguez
1409522,Maria Elena Infante Malachias
5981856,Valéria Cazetta
4880153,Verónica Marcela Guridi
2341766,Carlos Molina Mendes
2872716,Diego Antonio Falceta Gonçalves
1738717,Roberto Pereira Ortiz
1987427,Wagner Tadeu Iglecias
2340063,Helene Mariko Ueno
5567742,Silvia Helena Zanirato
999609,Jose Mauro da Costa Hernandez
5530115,George Bedinelli Rossi
999609,Jose Mauro da Costa Hernandez
1754921,Rosane Rivera Torres
1110551,Lisete Barlach
2168766,Carlos de Brito Pereira
2340063,Helene Mariko Ueno
131031,Edemilson Antunes de Campos
1817354,Régia Cristina Oliveira
3397833,Marcelo Ventura Freire
1771910,Sumaia Abdel Latif
908979,José Glimovaldo Lupoli Junior
3071663,Evandro Mateus Moretto
2558886,Dib Karam Junior
1401430,Madalena Pedroso Aulicino
1051844,Fernando de Souza Coelho
885940,Jose Carlos Vaz
1882514,Sylmara Lopes Francelino Gonçalves Dias
2558886,Dib Karam Junior
6956592,Ana Carla Bliacheriene
3733052,Ester Gammardella Rizzi
2937197,Luiz Gustavo Bambini de Assis
5607659,Marcelo Arno Nerling
6956592,Ana Carla Bliacheriene
472709,David Diniz Dantas
3733052,Ester Gammardella Rizzi
5607659,Marcelo Arno Nerling
1987427,Wagner Tadeu Iglecias
191432,Eduardo de Lima Caldas
5329829,Antonio Carlos Sarti
91402,Angelica Chiappetta
918601,Luiz Carlos Beduschi Filho
5347458,Cristiano Luis Lenzi
6000623,Silvio Yoshiro Mizuguchi Miyazaki
1030750,Jose Renato de Campos Araujo
1051844,Fernando de Souza Coelho
1452862,Pablo Ortellado
1447122,Marisa Accioly Rodrigues da Costa Domingues
5765142,André Fontan Kohler
3079866,Gladys Beatriz Barreyro
3079866,Gladys Beatriz Barreyro
5607659,Marcelo Arno Nerling
1030750,Jose Renato de Campos Araujo
191432,Eduardo de Lima Caldas
1329307,Martin Jayo
7317228,Claudia Medeiros de Castro
2796301,Jacqueline Isaac Machado Brigagão
1119925,Flávia Mori Sarti
1503333,Marcelo Afonso Ribeiro
878351,Gislene Aparecida dos Santos
309946,Cecilia Olivieri
494026,Cristiane Kerches da Silva Leite
1887012,Wagner Pralon Mancuso
3079866,Gladys Beatriz Barreyro
1948868,Vivian Grace Fernandez Davila Urquidi
2527616,Regina Maura de Miranda
1451426,Marcelo Antunes Nolasco
327512,Ednilson Viana
889774,Luis Mochizuki
6658321,Samila Sathler Tavares Batistoni
308517,Cristina Landgraf Lee
3396220,Alessandro Hervaldo Nicolai Ré
889774,Luis Mochizuki
556504,Andrea Lopes
6658321,Samila Sathler Tavares Batistoni
5614629,Christiane Borges do Nascimento Chofakian
1846019,Rosemeire Sartori de Albuquerque
3372766,Michele Schultz Ramos
1882514,Sylmara Lopes Francelino Gonçalves Dias
1554146,Mônica Sanches Yassuda
6092342,Ruth Caldeira de Melo
799735,Luiz Paulo Moura Andrioli
3164916,Tiago Mauricio Francoy
1754921,Rosane Rivera Torres
1771910,Sumaia Abdel Latif
618281,Antonio Calixto de Souza Filho
1780347,Rosana Retsos Signorelli Vargas
6702491,Caroline Ribeiro de Borja Oliveira
3068492,Gerardo Kuntschik
5033416,Claudia Regina Garcia Vicentini
6206615,Beatriz Helena Fonseca Ferreira Pires
62897,João Paulo Pereira Marcicano
62897,João Paulo Pereira Marcicano
4845494,Mauricio de Campos Araujo
5347191,Silgia Aparecida da Costa
3416847,Humberto Miguel Garay Malpartida
978554,José Ribamar dos Santos Ferreira Júnior
2225540,Silvia Regina Dowgan Tesseroli de Siqueira
3416847,Humberto Miguel Garay Malpartida
978554,José Ribamar dos Santos Ferreira Júnior
2225540,Silvia Regina Dowgan Tesseroli de Siqueira
3416847,Humberto Miguel Garay Malpartida
978554,José Ribamar dos Santos Ferreira Júnior
2225540,Silvia Regina Dowgan Tesseroli de Siqueira
6658321,Samila Sathler Tavares Batistoni
7317228,Claudia Medeiros de Castro
5997291,Elizabete Franco Cruz
2796301,Jacqueline Isaac Machado Brigagão
3755807,Stephane Remy Georges Malysse
2799197,Giselle Gubernikoff
3396220,Alessandro Hervaldo Nicolai Ré
3396220,Alessandro Hervaldo Nicolai Ré
1049559,Linda Massako Ueno Pardi
1049559,Linda Massako Ueno Pardi
3396220,Alessandro Hervaldo Nicolai Ré
3396220,Alessandro Hervaldo Nicolai Ré
1049559,Linda Massako Ueno Pardi
1049559,Linda Massako Ueno Pardi
5090244,Carlos Bandeira de Mello Monteiro
5090244,Carlos Bandeira de Mello Monteiro
1791624,Reury Frank Pereira Bacurau
1638692,Marcelo Saldanha Aoki
6206615,Beatriz Helena Fonseca Ferreira Pires
6694913,Suzana Helena de Avelar Gomes
138953,Carla Morsello
643522,Delhi Teresa Paiva Salinas
2340063,Helene Mariko Ueno
2527616,Regina Maura de Miranda
138953,Carla Morsello
643522,Delhi Teresa Paiva Salinas
2340063,Helene Mariko Ueno
2527616,Regina Maura de Miranda
7779008,Francisca Dantas Mendes
479262,Agnaldo Valentin
5830822,Alessandro Soares da Silva
500432,Alexandre Ribeiro Leichsenring
6956592,Ana Carla Bliacheriene
3031417,André Gal Mountian
309946,Cecilia Olivieri
494026,Cristiane Kerches da Silva Leite
472709,David Diniz Dantas
191432,Eduardo de Lima Caldas
3733052,Ester Gammardella Rizzi
5872419,Felipe Gonçalves Brasil
1051844,Fernando de Souza Coelho
1119925,Flávia Mori Sarti
878351,Gislene Aparecida dos Santos
5362699,Heber Silveira Rocha
1112111,Jaime Crozatti
980651,Jorge Alberto Silva Machado Villanueva
885940,Jose Carlos Vaz
5607659,Marcelo Arno Nerling
1329307,Martin Jayo
1452862,Pablo Ortellado
5333863,Patrícia Maria Emerenciano de Mendonça
2949346,Renata Mirandola Bichir
1882514,Sylmara Lopes Francelino Gonçalves Dias
6743581,Ursula Dias Peres
1948868,Vivian Grace Fernandez Davila Urquidi
1887012,Wagner Pralon Mancuso
1987427,Wagner Tadeu Iglecias
6618816,Marcelo Fantinato
654070,Ariane Machado Lima
5523701,Ivandre Paraboni
3200072,Luciano Vieira de Araújo
654070,Ariane Machado Lima
5523701,Ivandre Paraboni
3200072,Luciano Vieira de Araújo
3021642,Felipe Santiago Chambergo Alcalde
4983370,Viviane Abreu Nunes Cerqueira Dantas
3164916,Tiago Mauricio Francoy
5268620,Meire Cachioni
2191255,Ricardo Ricci Uvinha
2546570,Alex Antonio Florindo
2144321,Douglas Roque Andrade
2320046,Marilia Velardi
2796301,Jacqueline Isaac Machado Brigagão
5976982,Deusivania Vieira da Silva Falcão
1110551,Lisete Barlach
1645572,Maria Eliza Mattosinho Bernardes
308517,Cristina Landgraf Lee
5830822,Alessandro Soares da Silva
1069242,Graziela Serroni Perosa
1645572,Maria Eliza Mattosinho Bernardes
3445732,Ivan Ramos Estevão
1208111,Patricia Junqueira Grandino
420392,Ana Laura Godinho Lima
1069242,Graziela Serroni Perosa
2122448,Edmir Parada Vasques Prado
574881,Ana Paula Curi
3047582,Andrea Cavicchioli
1779202,Renata Colombo
3047582,Andrea Cavicchioli
1606310,Paulo Rogério Miranda Correia
1779202,Renata Colombo
1619061,Miriam Sannomiya
969387,Káthia Maria Honorio
1606310,Paulo Rogério Miranda Correia
969387,Káthia Maria Honorio
1619061,Miriam Sannomiya
1619061,Miriam Sannomiya
878351,Gislene Aparecida dos Santos
5090244,Carlos Bandeira de Mello Monteiro
889774,Luis Mochizuki
5765142,André Fontan Kohler
5863937,André Felipe Simões
924734,Luis Americo Conti
188601,Cíntia Borges Margi
767569,João Luiz Bernardes Junior
4845650,Edegar Luís Tomazzoni
1794311,Reinaldo Tadeu Boscolo Pacheco
309946,Cecilia Olivieri
400160,Diamantino Alves Correia Pereira
5830822,Alessandro Soares da Silva
131031,Edemilson Antunes de Campos
5997291,Elizabete Franco Cruz
2796301,Jacqueline Isaac Machado Brigagão
3416847,Humberto Miguel Garay Malpartida
3416847,Humberto Miguel Garay Malpartida
3223582,Ana Paula Fracalanza
138953,Carla Morsello
358969,Cristina Adams
400160,Diamantino Alves Correia Pereira
284582,Dominique Mouette
3068492,Gerardo Kuntschik
1080534,Homero Fonseca Filho
1451426,Marcelo Antunes Nolasco
1597012,Marcos Bernardino de Carvalho
1252362,Paulo Antonio de Almeida Sinisgalli
5998458,Paulo Santos de Almeida
2527616,Regina Maura de Miranda
1823410,Sérgio Almeida Pacca
5567742,Silvia Helena Zanirato
6600021,Sonia Regina Paulino
1882514,Sylmara Lopes Francelino Gonçalves Dias
3223582,Ana Paula Fracalanza
138953,Carla Morsello
358969,Cristina Adams
400160,Diamantino Alves Correia Pereira
284582,Dominique Mouette
3068492,Gerardo Kuntschik
1080534,Homero Fonseca Filho
1451426,Marcelo Antunes Nolasco
1597012,Marcos Bernardino de Carvalho
1252362,Paulo Antonio de Almeida Sinisgalli
5998458,Paulo Santos de Almeida
2527616,Regina Maura de Miranda
1823410,Sérgio Almeida Pacca
5567742,Silvia Helena Zanirato
6600021,Sonia Regina Paulino
1882514,Sylmara Lopes Francelino Gonçalves Dias
659627,Ana Claudia Scaglione Veiga de Castro
5765142,André Fontan Kohler
236942,Andrea Leite Rodrigues
1051844,Fernando de Souza Coelho
981972,Fernando Fagundes Ferreira
1080534,Homero Fonseca Filho
750074,Joana Mello de Carvalho e Silva
767569,João Luiz Bernardes Junior
3140792,Luciano Antonio Digiampietri
1364328,Marcelo Morandini
1753771,Sidnei Raimundo
2021414,Violeta Sun
659627,Ana Claudia Scaglione Veiga de Castro
5765142,André Fontan Kohler
236942,Andrea Leite Rodrigues
1051844,Fernando de Souza Coelho
981972,Fernando Fagundes Ferreira
1080534,Homero Fonseca Filho
750074,Joana Mello de Carvalho e Silva
767569,João Luiz Bernardes Junior
3140792,Luciano Antonio Digiampietri
1364328,Marcelo Morandini
1753771,Sidnei Raimundo
2021414,Violeta Sun
1451426,Marcelo Antunes Nolasco
5976982,Deusivania Vieira da Silva Falcão
1554146,Mônica Sanches Yassuda
3681080,Marcio Moretto Ribeiro
2355031,Rodrigo Hirata Willemart
1661344,Wânia Duleba
924734,Luis Americo Conti
1538291,Marcos Ryotaro Hara
3382378,Pedro Dias de Oliveira
1661344,Wânia Duleba
236991,Claudia Rosa Acevedo
1987427,Wagner Tadeu Iglecias
1112111,Jaime Crozatti
1329307,Martin Jayo
885940,Jose Carlos Vaz
5329829,Antonio Carlos Sarti
1794311,Reinaldo Tadeu Boscolo Pacheco
5329829,Antonio Carlos Sarti
1794311,Reinaldo Tadeu Boscolo Pacheco
1794311,Reinaldo Tadeu Boscolo Pacheco
5329829,Antonio Carlos Sarti
5830822,Alessandro Soares da Silva
6743581,Ursula Dias Peres
980651,Jorge Alberto Silva Machado Villanueva
3079866,Gladys Beatriz Barreyro
5830822,Alessandro Soares da Silva
4969210,Rogério Mugnaini
1030750,Jose Renato de Campos Araujo
1030750,Jose Renato de Campos Araujo
1987427,Wagner Tadeu Iglecias
3396220,Alessandro Hervaldo Nicolai Ré
2546570,Alex Antonio Florindo
5090244,Carlos Bandeira de Mello Monteiro
597730,Cassio de Miranda Meira Junior
308517,Cristina Landgraf Lee
2144321,Douglas Roque Andrade
1032901,Fabiana de Sant'Anna Evangelista
6261191,Fernando Henrique Magalhães
4881727,Flávio de Oliveira Pires
1049559,Linda Massako Ueno Pardi
889774,Luis Mochizuki
2342260,Marcelo Massa
1638692,Marcelo Saldanha Aoki
4811304,Marco Antonio Bettine de Almeida
2364827,Mariana Harumi Cruz Tsukamoto
2320046,Marilia Velardi
3372766,Michele Schultz Ramos
2181970,Ulysses Fernandes Ervilha
3396220,Alessandro Hervaldo Nicolai Ré
2546570,Alex Antonio Florindo
5090244,Carlos Bandeira de Mello Monteiro
597730,Cassio de Miranda Meira Junior
308517,Cristina Landgraf Lee
2144321,Douglas Roque Andrade
1032901,Fabiana de Sant'Anna Evangelista
6261191,Fernando Henrique Magalhães
4881727,Flávio de Oliveira Pires
1049559,Linda Massako Ueno Pardi
889774,Luis Mochizuki
2342260,Marcelo Massa
1638692,Marcelo Saldanha Aoki
4811304,Marco Antonio Bettine de Almeida
2364827,Mariana Harumi Cruz Tsukamoto
2320046,Marilia Velardi
3372766,Michele Schultz Ramos
2181970,Ulysses Fernandes Ervilha
556504,Andrea Lopes
6702491,Caroline Ribeiro de Borja Oliveira
5976982,Deusivania Vieira da Silva Falcão
5268620,Meire Cachioni
6658321,Samila Sathler Tavares Batistoni
3764294,Alexandre Ferreira Ramos
643283,Camilo Rodrigues Neto
1166251,José Ricardo Gonçalves de Mendonça
924734,Luis Americo Conti
2050208,Rosely Aparecida Liguori Imbernon
2009222,Victor Velazquez Fernandez
1661344,Wânia Duleba
924734,Luis Americo Conti
2050208,Rosely Aparecida Liguori Imbernon
2009222,Victor Velazquez Fernandez
1661344,Wânia Duleba
